text,label_id,label
1.3 اتفق الطرفان على أن تعتبر المقدمة الواردة أعلاه، وهذا التمهيد وملاحق العقد جزءاً لا يتجزأ من الاتفاقية ومكملاً ومتمماً ومفسراً لها عند اللزوم.,0,منخفض الخطورة
رابعاً: يقر الطرف الأول بأنه تملك الأطيان المباعة منه أعلاه بطريق الشراء بموجب عقد عرفي بيده.,0,منخفض الخطورة
رابعاً: يقر الطرف الأول (المتنازِل) بتسليم الأرض المبيعة للمشتري (المتنازَل إليه) فور طلب المتنازَل إليه، ويقر المتنازِل بأن الملكية قد آلت إليه بطريق الشراء من إسماعيل فتحي زناتي.,0,منخفض الخطورة
2-ب: يستحق الطرف الثاني بدل سكن قدره 2145 ريال، لقاء نفس ساعات العمل المذكورة.,0,منخفض الخطورة
3.3 يمارس المشروع أنشطته وفق الأنظمة السارية والمعمول بها بالمملكة العربية السعودية بما لا يتعارض مع هذه الاتفاقية، طبقًا للتراخيص اللازمة من الجهات المختصة -إن وجدت-.,0,منخفض الخطورة
المادة الأولى: اسم الشركة: .................، والسمة التجارية لها: ..........,0,منخفض الخطورة
القسم المالي للمشاركة: 1- يفتح الطرف الثاني سجلات محاسبة وتخضع للتدقيق كل شهر. 2- يتم حسم نسبة 15% من القيمة الإجمالية إلى الطرف الأول.,0,منخفض الخطورة
1- الوظيفة: يعمل الطرف الثاني لدى الطرف الأول بوظيفة: مهندس.,0,منخفض الخطورة
البند الخامس: يقر الطرف الأول بأنه لا يملك حق التصرف في الشقة موضوع هذا العقد بأي وجه من أوجه التصرف القانونية إلا وفقاً لما جاء بهذا العقد. ويلتزم الطرف الأول (البائع) بسداد كافة الديون والمستحقات المتعلقة بهذه الشقة حتى تاريخ توقيع هذا العقد [تفاصيل إضافية عن حقوق الانتفاع والالتزامات غير واضحة بالكامل].,0,منخفض الخطورة
أولاً: باع الطرف الأول بكافة الضمانات القانونية والفعلية إلى الطرف الثاني (المشتري) القابل للشراء، ما هو الأطيان الموضحة بالجدول بحوض بركة الركابي زمام بار الحمام، والبالغ قدرها فقط أربعة قراريط لا غير، أرض زراعية مقاس الملك.,0,منخفض الخطورة
حُرر هذا العقد بالتراضي، وقد اطلع الطرفان على الشروط أعلاه وتم التوقيع عليه.,0,منخفض الخطورة
المادة الثامنة: التغييرات والتعديلات. يتم تحديد إجراءات تعديل شروط العقد وموافقة الطرفين عليها، ويتم توثيق أي تغييرات أو تعديلات بشكل رسمي وملزم لكلا الطرفين.,0,منخفض الخطورة
8- تجهيز المواد الاستهلاكية والتشغيلية وقطع الغيار للمطبعة. 9- تجهيز الورق. 10- فتح سجلات محاسبة وحسابات بالمبيعات.,0,منخفض الخطورة
عقد شراكة مجتمعية. جمعية بير الشماسنة الخيرية، إشراف وزارة الموارد البشرية والتنمية الاجتماعية، ترخيص رقم (89) هـ. الرقم: 2457. التاريخ: 1440/6/12هـ. الموضوع: عقد شراكة مجتمعية. تم بحمد الله وتوفيقه الاتفاق بين كلا من جمعية بير الشماسنة الخيرية (الطرف الأول) ووسالة اللياقة البدنية الشماسية (الطرف الثاني) [اسم الشركة الدقيق غير مؤكد بالكامل] على تنفيذ البنود التالية:,0,منخفض الخطورة
رابعاً: يقر الطرف الأول بأنه يملك الأطيان المباعة منه أعلاه بطريق الشراء بعقد [التفاصيل بخط اليد غير واضحة بالكامل].,0,منخفض الخطورة
مادة (34): يجب على إدارة الشركة أن تُعد عن كل سنة مالية خلال شهرين على الأكثر من تاريخ انتهائها القوائم المالية وتقريراً عن نشاط الشركة خلال السنة المالية ومركزها المالي في ختامها. وتُودع القوائم المالية بعد إعدادها بخمسة عشر يوماً بمكتب السجل التجاري المختص، ولكل ذي شأن الحق في الاطلاع عليها. ويجب إرسال نسخة منها إلى كل شريك والجهة الإدارية ومراقب الحسابات بالبريد الموصى عليه أو باليد قبل تاريخ عقد الجمعية العامة بخمسة عشر يوماً على الأقل.,0,منخفض الخطورة
مادة (26): تنظر الجمعية العامة للشركاء على الأخص في: 1- تقرير مراقب الحسابات. 2- مراقبة أعمال إدارة الشركة والنظر في إخلائها من المسؤولية. 3- المصادقة على القوائم المالية. 4- الموافقة على توزيع الأرباح وتحديد مكافأة الإدارة. 5- تعيين مراقب الحسابات وتحديد أتعابه. 6- تعيين المديرين وتحديد مكافأتهم.,0,منخفض الخطورة
مادة (2): اسم الشركة: شركة ذات مسئولية محدودة.,0,منخفض الخطورة
البند العاشر: يقر الطرف الأول بأن عنوانه المذكور بهذا العقد هو محله المختار، وأن كل تخاطب رسمي عليه يُعد قانونياً صحيحاً طالما وُجّه إلى هذا العنوان [الصياغة الدقيقة غير مؤكدة بالكامل].,0,منخفض الخطورة
مادة (44): مع مراعاة أحكام قانون الشركات ولائحته التنفيذية، يجب عند انتهاء مدة الشركة أو حلها قبل الأجل المحدد لها أن تُعين الجمعية العامة - بناءً على طلب إدارة الشركة - مُصفياً واحداً أو أكثر من بين الشركاء أو غيرهم، وتحدد سلطاتهم وأتعابهم وطريقة التصفية. وفي حالة صدور حكم بحل الشركة أو بطلانها تُبين المحكمة طريقة التصفية وتُعين المصفي وتحدد أتعابه، ولا ينتهي عمل المصفي بوفاة الشركاء أو إشهار إفلاسهم أو إعسارهم أو الحجز عليهم ولو كان معيناً من قبلهم. وتنتهي سلطة إدارة الشركة بتعيين المصفيين، وتبقى سلطة الجمعية العامة قائمة طوال مدة التصفية إلى أن يتم إخلاء عهدة المصفيين.,0,منخفض الخطورة
يلتزم كل شريك بعدم ممارسة أي نشاط مماثل لنشاط الشركة أو منافستها فيه، وإلا جاز لبقية الشركاء فصله من الشركة ومطالبته بالتعويض عما ينتج عن ذلك من أضرار دون تحديد حد أقصى لهذا التعويض.,2,عالي الخطورة
البند الثالث / الالتزامات المالية - 1: تُسمى 'خدمة ناجحة' كل خدمة استشارة يتم تقديمها بالفعل، ولا تكون موضوعًا للإلغاء أو رفض العرض.,0,منخفض الخطورة
لا يجوز لأي شريك أن يزاول عملاً منافساً لغرض الشركة، وعند ثبوت المخالفة يُفصل الشريك المخالف فوراً ويتحمل تعويض الشركة عن كل ضرر ينتج عن ذلك.,2,عالي الخطورة
مادة (43): في حالة خسارة نصف رأس مال الشركة، يتعين على إدارة الشركة أن تعرض على الجمعية العامة غير العادية حل الشركة أو استمرارها، ويُشترط لصدور قرار الحل توافر الأغلبية اللازمة لتعديل عقد الشركة. وإذا بلغت الخسارة ثلاثة أرباع رأس المال، جاز أن يطلب الحل الشركاء الحائزون لربع رأس المال.,1,متوسط الخطورة
2.6 حقوق الملكية الفكرية: ويُقصد بها جميع حقوق الملكية الفكرية والابتكار وكافة الحقوق المعنوية المشتركة الناتجة عن موضوع هذه الاتفاقية وفقًا لأحكامها.,0,منخفض الخطورة
"1- تمهيد: يُعتبر توقيع ""العميل"" على العقد وتسليمه لشركة ""فودافون مصر"" دليلاً على قراءته لبنوده، ويتعين عليه الاحتفاظ بنسخة منه للرجوع إليها عند الحاجة.",0,منخفض الخطورة
2.3 الشريك: هو الشريك الذي يساهم في المشروع برأس مال نقدي ويكون ملزماً ببذل مجهود عملي أو فني أو إداري أو تشغيلي آخر، وتكون نسبة ملكيته في المشروع وفقاً للضوابط الواردة بهذه الاتفاقية.,0,منخفض الخطورة
سادساً: يقر المشتري بأنه قَبِل الشراء بحالته، وأنه وضع اليد على الأطيان المشتراة، وأصبح له حق التصرف فيها كيف يشاء الملاك، ويلزم بدفع الأموال الأميرية من تاريخه.,1,متوسط الخطورة
المادة الرابعة: رأس مال الشركة: تم دفعه من جميع الشركاء، وحصة كل شريك على النحو الآتي: الشريك الأول ............... جنيهاً مصرياً. الشريك الثاني ............... جنيهاً مصرياً. الشريك الثالث ............... جنيهاً مصرياً.,1,متوسط الخطورة
عقد شركة تضامن. في يوم .... الموافق / / تحرر هذا العقد بإيجاب وقبول صريحين بين كل من: السيد/ .... الجنسية .... الديانة .... المقيم .... (طرف أول - شريك متضامن). السيد/ .... الجنسية .... الديانة .... المقيم .... (طرف ثانٍ - شريك متضامن). السيد/ .... الجنسية .... الديانة .... المقيم .... (طرف ثالث - شريك متضامن). وبعد أن أقر جميع الأطراف بأهليتهم للتصرف والتعاقد، اتفقوا على تكوين شركة تضامن فيما بينهم بالشروط الآتي بيانها:,2,عالي الخطورة
مادة (41): لا يترتب على أي قرار يصدر من الجمعية العامة سقوط دعوى المسؤولية المدنية ضد إدارة الشركة بسبب الأخطاء التي تقع منها في تنفيذ مهمتها، وإذا كان الفعل الموجب للمسؤولية قد عُرض على الجمعية العامة بتقرير من إدارة الشركة أو مراقب الحسابات، فتسقط هذه الدعوى بمضي سنة من تاريخ صدور قرار الجمعية العامة بالمصادقة على التقرير حسب الأحوال.,0,منخفض الخطورة
للشركة الحق في إجراء أي تعديل على شروط الخدمة أو التعريفة وقتما تشاء، ويُعتبر استمرار العميل في استخدام الخط بعد الإخطار موافقة ضمنية على التعديل.,2,عالي الخطورة
المادة السادسة: الإدارة وحق التوقيع: موكلة للأطراف الثلاثة مجتمعين أو منفردين، بشرط أن تكون الأعمال الصادرة منهم لتحقيق غرض الشركة وضمن أغراضها وبعنوانها. أما المعاملات التي تزيد قيمتها عن ........ جنيه، وأية تصرفات قانونية أخرى من رهن أو بيع عقارات الشركة أو الحصول على قروض لها، فيجب أن تصدر من جميع الشركاء.,1,متوسط الخطورة
سابعاً: كل نزاع ينشأ عن هذا العقد يكون من اختصاص محكمة [اسم المحكمة غير واضح].,1,متوسط الخطورة
رابعاً: خلو المكان من الحقوق العينية، ويقر الطرف الأول من الآن بأن المكان الذي باعه والمبينة أوصافه وحدوده ومساحته وملحقاته خالية من كافة الحقوق العينية أي كان نوعها كالرهن أو الامتياز والارتفاق ظاهرة أو خفية، وأن الشقة ليست موقوفة على أحد ودون منازعة من أحد ولم يسبق للبائع التصرف في هذا المبيع من قبل.,0,منخفض الخطورة
مادة (18): تتم الإخطارات من وإلى الشركة والشركاء فيها على هيئة خطابات موصى عليها مصحوبة بعلم الوصول، أو باليد مقابل إيصال.,0,منخفض الخطورة
سابعاً: [نص إضافي بخط اليد غير واضح بالكامل، يحتاج مراجعة كاملة من الأصل].,0,منخفض الخطورة
2.3 الشريك: الشريك الذي يشارك في المشروع بنسبة من رأس ماله ويكون ملزمًا بجميع الأعمال التي يتم الاتفاق عليها ضمن نطاق عمله أو في أي تشغيل آخر يتم بموافقة مالكي المشروع، وفقًا للضوابط الواردة ببنود هذه الاتفاقية.,0,منخفض الخطورة
البند السادس: يقر الطرف الثاني (المشتري) بأنه من وقت تحرير هذا العقد وكتابة العقد النهائي يتنازل عن ممارسة حق الشفعة لباقي وحدات المبنى، كما يقر بأنه ليس له الحق في السطح الخاص بالعقار الذي به الشقة المباعة، وللطرف الأول حرية التصرف فيه دون أدنى اعتراض من الطرف الثاني.,2,عالي الخطورة
مادة: يكون للشركة مجلس رقابة مؤلف من ( ) أعضاء على الأقل و( ) أعضاء على الأكثر، تُعينهم الجمعية العامة من بين الشركاء وتقدر أتعابهم. واستثناءً مما تقدم عيَّن المؤسسون أول مجلس رقابة من ( ) أعضاء هم: 1- السيد/ المقيم في. 2- السيد/ المقيم في. 3- السيد/ المقيم في.,0,منخفض الخطورة
2.5 صافي أرباح المشروع: يتم احتسابه بقيمة المخصص للميزانية السنوية التي تُعد حسب الأصول المحاسبية من واقع الدفاتر والمستندات والفواتير، إلخ، وتُحدد الأرباح الصافية بعد خصم المصروفات التشغيلية.,0,منخفض الخطورة
خامساً: يقر المشتري أنه عاين الأرض الزراعية المباعة المعاينة النافية للجهالة، وأنه تسلمها ووضع يده عليها بدون معارضة من أحد، وأصبح ملتزمًا بسداد الأموال الأميرية وملحقاتها عن هذه الأرض ابتداءً من [تاريخ يبدو 2014/12/9، غير مؤكد بالكامل].,2,عالي الخطورة
تُعد هذه الشركة شركة تضامن، وبالتالي يكون كل شريك فيها مسؤولاً بالتضامن والتكافل في كامل ذمته المالية الخاصة عن جميع ديون والتزامات الشركة تجاه الغير.,2,عالي الخطورة
مادة: يُشترط أن يكون عضو مجلس الرقابة مالكاً حصة على الأقل تُخصص لعدد من حصص الشركة قدره لضمان الأخطاء التي قد يرتكبها خلال عضويته، وتكون هذه الحصص غير قابلة للتداول خلال المدة المذكورة (مادة اختيارية).,0,منخفض الخطورة
4.1 يكون مقر المشروع القانوني ومحله التجاري بمدينة [غير محدد في القالب].,0,منخفض الخطورة
6.1 حُدد إجمالي رأس مال المشروع بمبلغ وقدره [غير محدد في القالب] ريال، موزع على (80) حصة، قيمة كل حصة [غير محدد]، ويمثل رأس المال النقدي منها نسبة (50.00%)، ويمثل رأس المال العيني (الحصص العينية) نسبة (50.00%) من إجمالي رأس المال. [القيم الرقمية بالكامل تركت فارغة في هذا القالب/النموذج].,0,منخفض الخطورة
أولاً: يخصم الطرف الثاني للطرف الأول مبلغ 3 ريال عن كل اشتراك بطاقة هذه الشماسنة [الصياغة الدقيقة لهذا البند غير مؤكدة بالكامل بسبب صغر الخط].,0,منخفض الخطورة
10- السكن: يستحق الطرف الثاني سكنًا مناسبًا خلال مدة معينة من تاريخ بدء العمل، وفقًا لما تراه الشركة مناسبًا [الصياغة الدقيقة والمهلة الزمنية غير مؤكدة بالكامل].,0,منخفض الخطورة
ثانياً: تم هذا البيع نظير ثمن مبلغ وقدره [الرقم غير واضح بالكامل] جنيهاً فقط [النص التفصيلي غير مؤكد]، دُفع جزء منه وقت التوقيع والباقي [تفاصيل السداد غير مؤكدة بالكامل].,0,منخفض الخطورة
ثالثاً: يقر الطرف الأول البائع أن الأرض المبيعة مملوكة له بطريق [غير واضح بالكامل].,0,منخفض الخطورة
مادة (47): فُوِّض الشركاء السيد/ في اتخاذ كافة الإجراءات اللازمة في هذا الشأن. وتلتزم الشركة بأداء المصروفات والنفقات والأجور والتكاليف التي تم إنفاقها بسبب تأسيس الشركة، وذلك خصماً من حساب المصروفات العامة.,0,منخفض الخطورة
2- مدة العقد: 24 شهرًا من تاريخ [غير محدد في القالب].,0,منخفض الخطورة
2.5 صافي أرباح المشروع: يُقصد به صافي الأرباح السنوية التي تمثل الحاصل السنوي المحاسبي بعد خصم المصاريف من إجمالي الدخل.,0,منخفض الخطورة
مادة: مدة العضوية لمجلس الرقابة هي سنوات، ويبقى المجلس المعين في المادة السابقة قائماً بأعماله لمدة سنوات. وفي نهاية هذه المدة يتم إعادة تشكيل المجلس على النحو الآتي: (1) (2) (3).,0,منخفض الخطورة
2.1 المشروع: المشروع التجاري (منصة [غير محدد]).,0,منخفض الخطورة
المقر به البائع: جرد إبراهيم يس [توقيع]. المشتري: [يظهر ختم بدلاً من توقيع واضح]. الشهود: [الأسماء غير واضحة بالكامل].,0,منخفض الخطورة
المادة العاشرة: عدم المنافسة: يتعهد الشركاء بعدم القيام بأي عمل من الأعمال التي تقوم بها الشركة أو منافستها في غرضها المخصص لها. وفي حالة ثبوت مخالفة أي شريك لهذا البند، يحق لباقي الشركاء فصله ومطالبته بالتعويضات الناتجة عن تصرفه.,2,عالي الخطورة
[سطر مقتطع في أعلى الصفحة، يبدو أنه استكمال لعبارة عن تقسيم قطعة أرض بمساحة معينة (أبعاد بالمتر) لصالح أحد الأطراف - النص غير واضح بالكامل].,0,منخفض الخطورة
6.6 سلّم الشريك الثاني نصيبه من قيمة المال النقدي البالغ [غير محدد] ريال سعودي، وذلك بموجب المصروفات الملحقة بنص هذا العقد.,0,منخفض الخطورة
الشركاء: 1- .......... (توقيع). 2- .......... (توقيع). 3- .......... (توقيع).,0,منخفض الخطورة
البند الثالث: تم هذا البيع والإسقاط لهذه الشقة نظير ثمن إجمالي وقدره [المبلغ غير واضح بالكامل]، وقد دفع هذا الثمن بالكامل [نقداً أو بشيك، غير مؤكد] من الطرف الثاني إلى الطرف الأول عند تحرير هذا العقد، ويُعتبر توقيع الطرف الأول (البائع) على هذا العقد بمثابة إقراره باستلام كامل الثمن المذكور نهائياً.,1,متوسط الخطورة
خامساً: تعهد الطرف الأول (البائع) بتقديم جميع مستندات التمليك والتوقيع على العقد الرسمي النهائي وقت طلب المشتري، وإذا تأخر يلزم بجميع مصاريف صحة ونفاذ عقد البيع رسمية وغير رسمية.,0,منخفض الخطورة
المادة السادسة عشرة: يتفق الشركاء على أن يتولى مدير الشركة تسجيل هذا العقد والإشهار عنه بالطرق القانونية، بمصروفات على عاتق الشركة، أو توكيل أحد الشركاء للأستاذ/ ............. المحامي بذلك.,0,منخفض الخطورة
رابعاً: يضمن البائع خلو الأرض الزراعية من جميع الحقوق العينية والرهون.,1,متوسط الخطورة
مادة (35): دون الإخلال بحكم المادة (196) من اللائحة التنفيذية لقانون الشركات، تُوزع أرباح الشركة الصافية السنوية بعد خصم جميع المصروفات العامة والتكاليف الأخرى كما يأتي: 1- يُجنَّب مبلغ يوازي % على الأقل من الأرباح لتكوين الاحتياطي، ويُوقف هذا التجنيب متى بلغ مجموع الاحتياطي مقداراً يوازي % على الأقل من رأس المال، ومتى قلَّ الاحتياطي عن ذلك يُعاد التجنيب. 2- يُقتطع بعد ذلك المبلغ اللازم لتوزيع حصة أولى من الأرباح قدرها % على الأقل على الشركاء عن قيمة حصصهم، وإذا لم تسمح أرباح سنة ما بتوزيع هذه الحصة فلا يجوز المطالبة بها من أرباح السنين القادمة. 3- يُخصص بعد ذلك مبلغ لا تتجاوز نسبته % من الأرباح المتبقية لمكافأة إدارة الشركة. 4- تُخصص نسبة من الأرباح بناءً على اقتراح إدارة الشركة واعتماد الجمعية العامة لتُوزع على العاملين. 5- يُوزع الباقي على الشركاء كحصة إضافية في الأرباح، أو يُرحَّل بناءً على اقتراح إدارة الشركة إلى السنة المقبلة، أو يُكوَّن به احتياطي غير عادي أو مال للاستهلاك غير العادي، وفي حالة وجود خسائر يتحملها الشركاء بنسبة حصصهم دون أن يُلزم أحدهم بأكثر من قيمة حصته.,0,منخفض الخطورة
سابعاً: تحرر هذا العقد من نسختين بيد كل طرف صورة منها.,0,منخفض الخطورة
ثالثاً: يقر الطرف الثاني (المشتري) بأنه عاين المكان موضوع هذا العقد المعاينة التامة النافية للجهالة، وأنه قبل الشراء بالحالة الراهنة كما عاينها وليس له الحق في الرجوع على الطرف الأول بأي شيء وذلك مستقبلاً.,2,عالي الخطورة
مادة (3): غرض الشركة هو: [يُحدد لاحقاً]، وذلك دون الإخلال بأحكام القوانين واللوائح والقرارات السارية، وبشرط استصدار التراخيص اللازمة لممارسة هذه الأنشطة. ويجوز للشركة أن تشترك بأي وجه من الوجوه مع الشركات وغيرها التي تزاول أعمالاً شبيهة بأعمالها أو التي قد تعاونها على تحقيق غرضها في مصر أو في الخارج، كما يجوز لها أن تندمج فيها أو تشتريها أو تلحقها بها وذلك طبقاً لأحكام القانون.,0,منخفض الخطورة
6- يلتزم الطرف الثاني بأداء عمله بأمانة وإخلاص، ولا يقوم بأي عمل غير مصرح به يتعارض مع طبيعة عمله أو مع مصلحة الطرف الأول، ويلتزم بالمحافظة على أسرار العمل وعدم إفشاء أي معلومة تخص الطرف الأول سواء أثناء العقد أو بعد انتهائه.,0,منخفض الخطورة
عقد بيع نهائي (شقة) - أنه في يوم الأربعاء الموافق 4/1/2023م حرر هذا العقد في تاريخه بين كلا من: أولاً: السيدة/ جيهان عبد الرحمن إدريس علي، الجنسية/ مصرية، الإقامة: 5/ب مساكن الوليدية - أسيوط، الرقم القومي/ 26911232500183 بائع (طرف أول). ثانياً: السيد/ محمد عبد الرحمن إدريس علي، الجنسية/ مصري، الإقامة/ 18 ش المدينة المنورة- النعام - عين شمس - القاهرة، الرقم القومي/ 27401082500215 مشتري (طرف ثان).,0,منخفض الخطورة
يتعهد الطرفان بتنفيذ ونجاح المشروع وحسب واجبات كل طرف وكما يلي:,0,منخفض الخطورة
1.3 اتفق الطرفان على أن تُعتمد المدة المحددة الواردة أعلاه، وهذا التمهيد وملحقاته جزء لا يتجزأ من الاتفاقية ومكملاً ومفسرًا لها عند اللزوم.,0,منخفض الخطورة
8- يستحق الطرف الثاني إجازة سنوية مدتها 30 يومًا بعد إتمام سنة كاملة من الخدمة، ويستحق تذكرة سفر لبلده الأصلي مرة واحدة كل سنتين.,0,منخفض الخطورة
البند العاشر: يلتزم الطرف الثاني بتسديد كافة الرسوم الحكومية والضرائب العقارية وضريبة التصرفات ورسوم النظافة ورسوم تسجيل الوحدة محل التعاقد من وقت تحرير العقد النهائي، وجميع المصروفات والرسوم وأتعاب إنهاء العقد الرسمي من تسجيل وخلافه، وكذلك الشهادات العقارية وطلبات الشهر العقاري وكافة النفقات، تقع على عاتق الطرف الثاني (المشتري).,1,متوسط الخطورة
مادة (13): يمثل المدير/المديرون الشركة في علاقتها مع الغير، وله منفرداً/ولهم منفردين أو مجتمعين في هذا الصدد أوسع السلطات لإدارة الشركة والتعامل باسمها، فيما عدا ما احتفظ به هذا العقد أو قانون الشركات أو لائحته التنفيذية للجمعية العامة.,1,متوسط الخطورة
المادة الخامسة عشرة: كل نزاع ينشأ بين الشركاء أو الورثة أو من فقد أهليته حول تفسير أي بند من بنود العقد، تكون محكمة ............ هي المختصة بنظره.,1,متوسط الخطورة
مادة (31): يكون التصويت في الجمعية العامة علنياً، واستثناءً يكون سرياً في حالتين: 1- القرارات المتعلقة بتعيين المديرين أو عزلهم أو إقامة دعوى المسؤولية عليهم. 2- إذا طلب ذلك رئيس الاجتماع أو عدد من الشركاء يمثل عُشر الأصوات الحاضرة والممثلة على الأقل.,0,منخفض الخطورة
ثالثاً: يقر الطرف الأول البائع أن الأرض المباعة مملوكة له بطريق [غير واضح، يبدو أنه ميراث].,0,منخفض الخطورة
خامساً: يقر الطرف الثاني (المشتري) أنه عاين هذا المبيع المعاينة التامة النافية للجهالة، ووضع يده عليه [تفاصيل إضافية غير واضحة].,2,عالي الخطورة
ثامناً: شرط جزائي: [نص إضافي مكتوب بخط اليد يتضمن التزامًا بدفع مبلغ عند الإخلال بأحد بنود العقد - الصياغة الدقيقة والرقم غير واضحين بالكامل].,2,عالي الخطورة
ثامناً: يقر الطرف الثاني المشتري أنه عاين هذا العقار موضوع العقد المعاينة التامة النافية للجهالة وقبل الشراء طبقًا للمواصفات والأبعاد المحددة بهذا العقد.,2,عالي الخطورة
البند الثامن: في حالة وفاة أحد الطرفين قبل استكمال بقية الالتزامات، تنتقل كافة الحقوق والالتزامات إلى ورثته بموجب هذا العقد.,0,منخفض الخطورة
المادة العاشرة: النفاذ والتنفيذ. يكون هذا العقد نافذًا وملزمًا لكل من الطرفين ولورثتهم والجهات القانونية اللاحقة.,0,منخفض الخطورة
المادة السادسة: السرية والتنافسية. يتعهد كل طرف بالحفاظ على سرية المعلومات الخاصة بالشراكة وعدم التعرض للمنافسة غير النزيهة مع الطرف الآخر أثناء سريان هذا العقد وبعد انتهائه.,0,منخفض الخطورة
رابعاً: يضمن البائع خلو الأرض الزراعية من جميع الحقوق العينية والرهون.,1,متوسط الخطورة
6.4 توزع أسهم رأس المال بين الشركاء وذلك على النحو التالي [جدول بأسماء الشركاء ونسبهم من رأس المال، القيم فارغة في هذا القالب].,0,منخفض الخطورة
خامساً: يقر المشتري أنه عاين الأرض المبيعة المعاينة النافية للجهالة، وأنه تسلمها ووضع يده عليها بدون معارضة من أحد، وأصبح ملتزماً بدفع الأموال الأميرية وملحقاتها عن هذه الأرض ابتداءً من [التاريخ غير واضح].,2,عالي الخطورة
"ثانياً: [فقرة إضافية تتضمن شروطًا أخرى متعلقة بنفس الاتفاق، منها إشارة إلى مبلغ يبدو أنه يقارب 10,000 [غير مؤكد] ومواعيد أو التزامات إضافية - النص غير واضح بالكامل].",0,منخفض الخطورة
المادة التاسعة: توزيع الأرباح والخسائر: توزَّع الأرباح بقدر حصة كل شريك. أما في حالة الخسارة في ميزانية إحدى السنوات، فتُرحَّل إلى السنة التالية، ولا توزَّع أرباح إلا بعد تغطية خسائر السنوات السابقة.,0,منخفض الخطورة
سادساً: كل نزاع ينشأ عن هذا العقد يكون من اختصاص محكمة [اسم المحكمة غير واضح بالكامل].,1,متوسط الخطورة
مادة: لعضو مجلس الرقابة الحق في تقاضي مبلغ سنوي إجمالي قدره جنيهاً، وذلك كمكافأة أو بدل حضور يُدفع بواقع كل .,0,منخفض الخطورة
مادة (30): يكون لكل شريك يحضر اجتماع الجمعية العامة الحق في مناقشة الموضوعات المدرجة في جدول أعمالها واستجواب إدارة الشركة ومراقب الحسابات بشأنها. وتُجيب إدارة الشركة أو مراقب الحسابات على أسئلة الشركاء بالقدر الذي لا يعرض مصلحة الشركة أو المصلحة العامة للضرر، وإذا رأى الشريك أن الرد غير كافٍ احتكم إلى الجمعية العامة ويكون قرارها واجب التنفيذ.,0,منخفض الخطورة
البند التاسع: ينتقل للطرف الثاني الحق في التصرف في الوحدة السكنية محل هذا العقد فور توقيع الطرف الأول عليه، مع التزام الطرف الأول بما ورد في البند السابع [الصياغة الدقيقة غير مؤكدة بالكامل].,0,منخفض الخطورة
المادة السابعة: يجوز أن يتقاضى الشريك .......... والشريك .......... مرتباً شهرياً نظير حق الإدارة، يُحتسب من ضمن مصروفات الشركة.,0,منخفض الخطورة
البند الثالث عشر: الوديعة الموجودة بالبنك ضماناً لهذه الشقة، أو على سبيل تخفيف القسط، تكون من حق المشتري [الصياغة الدقيقة غير مؤكدة بالكامل، النص غامض المعنى جزئياً].,0,منخفض الخطورة
مادة (40): مع عدم الإخلال بحقوق الشركاء المقررة قانوناً، لا يجوز رفع المنازعات التي تمس المصلحة العامة والمشتركة ضد إدارة الشركة إلا باسم مجموع الشركاء بمقتضى قرار من الجمعية العامة. وعلى كل شريك يريد إثارة نزاع من هذا القبيل أن يُخطر بذلك إدارة الشركة قبل انعقاد الجمعية العامة التالية بشهر على الأقل، ويجب على إدارة الشركة إدراج هذا الاقتراح في جدول أعمال الجمعية.,0,منخفض الخطورة
مادة (42): دون الإخلال بحقوق الغير حسني النية، يقع باطلاً كل قرار يصدر من الجمعية العامة بالمخالفة لأحكام قانون الشركات أو هذا العقد. ويجوز إبطال كل قرار يصدر لصالح فئة معينة من الشركاء أو للإضرار بهم أو لجلب نفع خاص لإدارة الشركة أو غيرها دون اعتبار لمصلحة الشركة، ولا يجوز طلب البطلان في هذه الحالة إلا للشركاء الذين اعترضوا على القرار في محضر الجلسة أو تغيبوا لسبب مقبول، ويجوز للجهة الإدارية المختصة أن تنوب عنهم في طلب البطلان بأسباب جدية. ويترتب على الحكم بالبطلان اعتبار القرار كأن لم يكن بالنسبة لجميع الشركاء، وعلى إدارة الشركة نشر ملخص الحكم في إحدى الصحف اليومية وفي صحيفة الشركات. وتسقط دعوى البطلان بمضي سنة من تاريخ صدور القرار، ولا يترتب على رفع الدعوى وقف تنفيذ القرار ما لم تأمر المحكمة بذلك.,0,منخفض الخطورة
9- [بند يتعلق بإجازة تبدو مرتبطة بمناسبة وطنية (30 يوم) - الصياغة الدقيقة غير واضحة بالقدر الكافي للنقل الموثوق].,0,منخفض الخطورة
المادة الحادية عشرة: الانسحاب والتنازل عن الحصص: لا يحق لأي شريك أن ينسحب من الشركة قبل نهاية مدتها. ولا يحق لأي شريك أن يبيع حصته أو يرهنها أو يتنازل عنها أو عن جزء منها إلا بموافقة باقي الشركاء كتابة. وفي حالة مخالفة ذلك، لا يُنفَّذ هذا التصرف في حق باقي الشركاء، مع احتفاظهم بجميع حقوقهم بسائر أنواعها.,1,متوسط الخطورة
المادة الرابعة: مدة الشراكة. يتم تحديد مدة الشراكة بين الطرفين، ويتم الاتفاق على شروط التجديد أو الإنهاء المبكر للشراكة بناءً على الاحتياجات والظروف المحددة.,0,منخفض الخطورة
